sent	sentiment
['나', '빼', '팀원', '회식', '간', '것', '같', '이럴', '수', '있', '나', '따돌리', '당황']	1
['친구', '행동', '의도', '모르']	3
['형제', '자매', '키우', '사람', '들려주', '얘기', '걱정', '이']	3
['출산', '대한', '정부', '정책', '일관', '않', '혼란']	3
['다닌', '지', '십', '년', '넘', '회사', '그만두', '일', '할', '용기', '없']	4
['아내', '싸우', '것', '지겨워']	2
['나', '속상한', '일', '있']	3
['목표', '세우', '작심삼일', '이', '내', '스스로', '부끄러워']	1
['나', '남', '몸', '좋', '음식', '챙겨', '먹', '보', '싶', '영양제', '돈', '써', '보', '싶']	4
['아이', '낳', '아내', '건강', '좋', '좋', '지', '있', '기뻐']	0
['내', '내', '배', '보', '있', '생각', '들', '남편', '돼지', '라고', '놀리', '것', '이해', '되']	1
['음식점', '간', '해', '달', '했', '간', '세', '해', '와서', '종업원', '화', '냈']	2
['연애', '해', '봐서']	4
['요즘', '정부', '세금', '거둬들여']	2
['나', '남자', '친구', '있', '세상', '행복', '사람', '되', '것', '같']	0
['직장', '동료', '관계', '좋', '않', '속상해']	5
['남편', '집', '팔', '가게', '내', '해', '어렵']	3
['좋', '일', '있']	0
['달', '번', '병원', '가', '것', '속상해']	5
['시험지', '풀', '때', '맞', '생각', '답', '보', '틀렸', '나와서', '당황']	1
['백수', '생활', '삼', '년', '인데', '놀', '보', '적응', '취업', '수', '있']	1
['살날', '얼마', '남', '않', '것', '같', '슬퍼']	1
['나이', '들', '돈', '없', '봐', '걱정']	3
['의지', '되', '지인', '뇌출혈', '쓰러져', '비통']	5
['나', '은퇴', '준비', '해야', '하', '준비', '둔', '게', '없', '걱정']	3
['학교', '다니', '동안', '따돌림', '나아지', '않', '거', '야', '슬퍼']	5
['성적표', '받', '반', '일', '등', '인', '거', '있', '기분', '좋']	0
['우리', '반', '친구', '물건', '없', '졌', '나', '도둑', '몰', '아무', '내', '말', '들', '줬']	1
['기저', '질환', '때문', '값', '나가', '않', '힘들']	3
['건강', '챙기', '스트레스', '야']	3
['대사', '증후군', '같', '만성', '질병', '걸리', '친구', '없', '지', '것', '같']	5
['이번', '주말', '가족', '여행', '가', '했', '아빠', '일', '많', '갔']	5
['아내', '혼수', '상태', '지소', '있']	0
['남편', '이혼', '결정', '비통', '감정', '들']	5
['날', '괴롭히', '큰', '프로젝트', '끝냈', '다리', '뻗', '잘', '수', '있', '것', '같']	0
['얼마', '전', '차', '구매', '정보', '얻', '커뮤니티', '활동', '시작']	5
['부모', '이사', '간다고', '했', '나', '할머니', '집', '가', '있', '당황']	2
['갱년기', '온', '것', '같', '가족', '지', '신경', '쓰', '내', '기분', '신경', '써서', '서러워', '죽']	4
['엄마', '갱년기', '라고', '아들', '녀석', '말', '반응', '없', '화', '나']	2
['나', '모두', '사랑', '받', '한다고', '생각', '살아왔']	3
['나', '당황', '일', '있']	1
['딸', '원', '직장', '취업', '기뻐']	0
['자식', '조언', '해', '줬', '옛날', '지금', '다르', '듣', '않']	2
['날', '괴롭혔', '애', '나', '사과', '마음']	0
['노후', '준비', '해', '놓', '못해', '불안', '늙', '궁색', '삶', '살', '될', '것', '같']	3
['동생', '사업', '투', '자금', '보태', '달', '그래', '그럴', '마음', '없', '거절', '연락']	2
['선생', '대학', '진로', '정해', '오', '귀찮']	2
['전쟁', '버려진', '아이', '보']	4
['딸', '나', '말', '해서', '날', '싫', '하', '줄', '알']	0
['입사', '동기', '업무', '실적', '나', '좋', '비교', '것', '같', '당황']	1
['이번', '큰', '영화', '제작', '되']	0
['예전', '내', '했', '일', '떠올라서', '스스로', '혐오']	1
['직업', '선택', '했']	0
['무리', '다이어트', '해서', '어젯밤', '응급실', '실려', '갔']	5
['자식', '나', '이상', '보', '오', '않', '어쩌']	3
['일흔', '넘', '내', '힘', '밥', '먹', '걸', '다닐', '수', '있', '감사']	0
['친구', '놀', '가', '중', '버스', '내', '잠들', '나', '깨우', '않', '내려버렸', '거', '아니']	1
['오늘', '새롭', '시작', '전공', '시험', '결과', '나왔']	0
['동네', '미옥', '이', '할머니', '자식', '사', '준', '금반지', '나', '놀리', '질투', '나']	4
['노후', '준비', '하', '것', '맞', '선택', '인지', '모르', '불안']	3
['자녀', '올바르', '키워', '내', '게', '힘든', '일', '인', '것', '같']	2
['현재', '재정', '상태', '회의감', '들']	3
['돈', '없', '장례식장', '잡', '서럽', '서러워']	4
['친구', '실망']	5
['스트레스', '받', '방법', '없']	3
['노인정', '인간', '때문', '스트레스', '받']	3
['아빠', '나', '말', '자식', '있']	3
['좋', '하', '감독', '영화', '개봉', '날', '이', '설레', '기대', '돼']	0
['딸', '회사', '동료', '때문', '힘들', '해']	1
['경쟁사', '입찰가', '낮', '들', '나올지', '감', '잡혀서', '마음', '불안']	3
['세상', '아이', '낳', '해도', '키울', '수', '있']	5
['나', '눈', '좋', '편', '인데', '마을', '이장', '떨어진', '사람', '누군지', '알아맞혀서', '부러워']	1
['회사', '일', '많', '스트레스', '받', '해야', '할지', '모르']	1
['잘난', '척', '하', '친구', '아팠으면', '좋', '친구', '이야기', '듣', '있', '화', '나']	2
['편안']	0
['내', '친구', '상사', '출장', '간다던', '남편', '마주쳤', '여자', '있', '거', '야']	2
['공부', '혐오', '종일', '학교', '갔', '학원', '가', '집', '와선', '숙제', '하', '내', '삶', '싫']	1
['팀장', '평상시', '내', '업무', '능력', '좋', '봐', '주', '이번', '승진', '되', '감사', '기뻐']	0
['친구', '모임', '나갔', '짜증', '났', '갈', '거', '야']	5
['좋', '하', '사람', '밥', '먹', '기쁘', '설레']	0
['환갑', '넘', '사람', '사귀', '어려워졌']	5
['아내', '퇴원', '결혼기념일', '전', '해서', '다행', '이']	0
['갱년기', '라서', '건가']	4
['보고서', '제출', '선배', '명', '알려준', '서류', '처리', '방법', '달라']	3
['큰', '돈', '투자', '주식', '하락세', '보여', '불안']	3
['나', '따돌렸', '친구', '나', '진심', '사과', '기분', '좋']	0
['신체', '나이', '측정', '실제', '나이', '젊', '나와', '기뻐']	0
['시비', '걔', '거', '아빠', '나', '동생', '하', '해', '열', '받']	4
['엄마', '공부', '기역', '말', '머리', '아파', '와']	4
['아픈', '가족', '병', '원비', '나가', '돈', '많', '감당', '힘들', '속상해']	5
['부장', '나', '사', '인', '심부름', '시켜서', '커피', '설탕', '대신', '소금', '넣', '싶', '충동', '느꼈']	2
['나', '집안일', '나', '아기', '돌보', '남편', '하나', '도와', '줘']	2
['술', '담배', '하', '건강', '사촌', '오빠', '심장', '마비', '돌아가', '충격', '이']	3
['하나', '인', '자식', '독립', '싶', '하']	4
['공무원', '시험', '준비', '합격', '못해서', '앞날', '불안', '스트레스', '받']	3
['내일', '십', '년', '만', '동창회', '나가', '됐', '기대']	0
['오늘', '감사', '날', '이']	0
['약', '먹', '술', '마셔서', '만성', '질환', '증세', '심해졌']	1
['친하', '생각', '친구', '였', '친구', '알', '보', '사람', '내', '험담', '했']	2
['학교', '내', '따돌림', '당하', '것', '부모', '알', '된다면', '나', '실망', '것', '같', '무서워']	5
['나', '당뇨병', '있', '돈', '드', '남편', '심장병', '걸렸', '해서', '당황']	1
['나', '직장', '일', '사람', '사이', '좋', '않']	5
['집', '들러서', '용돈', '주', '가', '친한', '사회', '복지', '사', '둬서', '당황']	1
['친구', '걔', '좋', '한다고', '고백', '실망']	5
['빅', '히트', '주식', '떨어지', '있', '방탄', '소년단', '좋아해서', '남편', '투자', '건데', '남편', '나중', '알', '되', '뭐', '라고', '할지', '걱정', '이', '나이', '아이돌', '빠져서', '주식', '사', '말', '이']	1
['전체', '부서', '중', '우리', '부서', '실적', '일', '등', '했', '기뻐']	0
['나이', '먹', '인공', '심장', '수술', '받', '한다니', '걱정', '앞서']	5
['나', '사이', '좋', '애', '내', '이야기', '하', '게', '들려', '짜증', '나']	2
['화가', '되', '싶', '나', '꿈', '엄마', '응원', '말', '주', '기뻐']	0
['엊그제', '십', '년', '사귄', '남자', '친구', '헤어졌']	4
['회사', '상황', '어려워져서', '해고', '줄', '알', '그럴', '일', '없', '공지', '내려와서', '다행', '이']	0
['회사', '일', '이', '십', '년', '넘', '해왔', '힘들', '지', '것', '같', '내', '부족', '걸까']	5
['동기', '승진', '하', '회사', '다니', '동안', '내', '연봉', '오르', '않', '것', '같', '열등', '느껴']	1
['회사', '계신', '팀장', '일', '해서', '짜증', '나', '내', '팀장', '이', '할', '것', '같']	2
['내', '꿈', '승무원', '인데', '주변', '나', '맞', '포기', '해서', '기분', '좋']	4
['병원', '난', '치매', '아니', '데', '자녀', '나', '입원', '해서']	4
['저녁', '먹', '후', '거실', '텔레비전', '보', '가족', '대화', '수', '있', '것', '행복']	0
['자식', '주', '용돈', '생활', '돼', '슬퍼']	5
['나', '원', '회사', '취직']	0
['중풍', '투명', '중', '이', '내', '죽', '선산', '묻혀', '찾아올', '사람', '없', '것', '같', '외롭', '슬프']	5
['내', '만나', '있', '사람', '신뢰', '수', '있', '사람', '이']	0
['회사', '발표', '나', '보', '것', '부끄러워서', '말', '나왔']	1
['그녀', '나', '사랑', '확신', '생기', '않']	3
['요즘', '건강', '지키', '위해', '운동', '해', '편안', '운동', '할', '수', '있', '도와', '주', '기기', '많']	0
['큰처남', '명예퇴직', '데', '남', '같', '않', '기분', '암울']	5
['이사', '위해', '재정', '상태', '확인', '생각', '것', '부족', '실망']	5
['늦', '사무실', '일', '하', '주변', '보', '아무', '없', '했']	1
['지정', '받', '실습', '처', '월급', '나오', '짜증', '나']	2
['상사', '보이', '싶', '외모', '하', '다니', '있']	1
['내', '연애', '하', '방어', '인', '행동', '하', '걸까']	3
['부장', '업무', '분담', '능률', '오른', '것', '대해', '기뻤']	0
['부모', '내', '말', '들', '주', '않', '짜증', '나']	2
['내', '괴롭히', '친구', '진심', '사죄', '싶']	0
['노인정', '나', '들러붙', '친구', '있', '귀찮']	2
['비대', '시대', '라', '편한지', '몰라']	0
['요즘', '학교', '생활', '힘들']	2
['부모', '이혼', '날', '오', '충격', '이']	5
['딸', '남자', '친구', '하', '사업', '의심', '들', '조심', '말', '싶', '말', '쉽', '않']	3
['꿈', '공부', '해서', '대학', '가', '게', '맞', '싶']	5
['어렸', '때', '가난', '집', '자라', '차별', '받', '큰', '것', '같']	4
['코로나', '바이러스', '때문', '결혼식', '인원', '제한', '번', '인', '결혼식', '인데', '속상해']	5
['친구', '이제', '나', '지켜', '주', '했']	0
['나', '지치']	2
['할', '자신', '있', '반장', '선거', '애', '반장', '됐']	5
['가계부', '쓸', '때', '여유', '생겨']	0
['나', '남자', '친구', '헤어질까', '고민', '중', '이']	1
['애', '키우', '노후', '준비', '하', '거', '지', '스트레스', '이만저만', '아니']	3
['나', '출산', '나', '살', '쪄서', '부끄러워']	1
['여자', '친구', '생겼', '기뻐']	0
['우리', '부서', '실적', '부진', '사표', '내', '할지', '모르', '불안']	3
['발주', '건', '문제', '생겨서', '오늘', '야근', '생겼', '삶', '슬퍼']	5
['경로당', '사람', '내', '자식', '버림', '받', '사실', '알', '돼서', '슬퍼']	5
['내', '암', '걸렸', '하', '아들', '연락', '끊', '버렸']	4
['내', '말수', '없', '이유', '재미없', '노인', '이', '소문', '나', '상처', '받']	4
['조기', '은퇴', '신청', '허가', '떨어지']	2
['손녀', '내', '퇴원', '선물', '이', '백', '점', '시험지', '줬']	0
['아침', '아빠', '의견', '맞', '크', '싸웠', '풀', '나갈지', '걱정', '이']	3
['골다공증', '때문', '돈', '쓰', '게', '화', '나', '돈', '모으', '손자', '등록금', '일', '거', '야']	2
['부부', '월급', '가지', '다툼', '있', '것', '같']	4
['허리', '수술', '이후', '걱정', '되', '집', '무거운', '짐', '들']	3
['남편', '회식', '들', '왔', '와이셔츠', '립스틱', '묻', '있']	2
['병원', '다녀왔', '슬퍼']	5
['술', '먹', '운동', '한다고', '건강', '건', '아닌가', '봐']	0
['아무', '나', '말', '걸', '주', '않', '모두', '나', '싫어하', '게', '틀림없']	4
['이번', '산', '주식', '망해서', '슬프']	5
['나', '낮', '성적', '받', '애', '많', '게', '구역', '나']	2
['임신', '팔', '개월', '차인데', '아이', '라서', '무섭', '불안', '아기', '낳', '수', '있', '자신', '없']	3
['내', '표정', '어두우', '성적', '낮', '게', '들통', '날까', '봐', '웃', '내', '싫']	1
['죽', '게', '구역', '이']	2
['이번', '직장', '후배', '군대', '선임', '들어왔', '성가', '셔']	2
['결혼', '생각', '하', '불안', '중압감', '시달리', '되', '것', '같']	3
['혼자', '둘', '나을지']	5
['남편', '내', '간섭', '심하', '잔소리', '도', '지나치', '정신', '인', '문제', '있', '게', '아니', '해']	4
['부모', '집', '계실', '거', '라고', '친구', '부르', '하', '신']	0
['그동안', '남자', '친구', '집안', '결혼', '반대', '결국', '허락']	0
['남자', '친구', '결혼', '준비', '중', '인데', '돈', '없', '우리', '결혼', '출산', '사치', '같']	4
['대인', '관계', '생각', '되', '않', '후회', '게', '있']	5
['난', '회사', '그만두', '하나', '고민', '중', '이']	5
['며칠', '뒤', '아이', '나오', '데', '무섭', '않', '기대']	0
['내', '가', '싶', '직장', '평판', '좋', '않', '봐']	1
['나이', '들', '자녀', '내', '장례식', '대해', '이야기', '보', '하', '조심']	3
